"September" "October" "November" "December" "January" "February" "March" "April" "May" "June" "July" "August"
3.89427404215317e-05 2.32614513961764e-05 1.12539244551637e-05 4.14784665014848e-06 2.37477981643434e-06 5.92544444559093e-06 1.8895115609015e-05 1.69011233534733e-05 3.37667704190236e-05 4.03606100401443e-05 4.62142957551688e-05 3.79109012428921e-05
3.48961870903269e-05 1.61690142219441e-05 7.30558497478039e-06 2.87028091363331e-06 1.80384411821884e-06 3.83744952050347e-06 1.23471055031741e-05 1.01472925919682e-05 2.87201563395756e-05 3.96316515410363e-05 5.21545887424284e-05 3.5368548210426e-05
2.18296359691532e-05 1.22718302611784e-05 5.6187705506207e-06 2.091990916138e-06 1.2244640971077e-06 2.8881142710832e-06 8.81094395610613e-06 6.99245416985339e-06 1.90744451862963e-05 2.61325594738385e-05 3.21683618012569e-05 2.4343487467772e-05
5.63714064592737e-05 2.82370831976533e-05 1.49149558086429e-05 6.15941095524493e-06 3.97971525207093e-06 8.94666847955632e-06 2.95915024135299e-05 2.55237631042359e-05 6.37757638099318e-05 7.19251032470442e-05 7.06432868508775e-05 5.01847808049673e-05
1.69958374570937e-05 8.78755419855767e-06 3.55527696063328e-06 1.17005911352667e-06 6.70062084658008e-07 1.86759339069779e-06 5.28107604067488e-06 4.25589859283627e-06 1.04669735354738e-05 1.55764936389769e-05 2.0275468648547e-05 1.66804790044778e-05
3.57524222152691e-05 1.81885533933824e-05 8.12741605743353e-06 2.79249516383246e-06 1.64730340976424e-06 4.02365337760275e-06 1.30712718779493e-05 1.12825701841001e-05 2.67380542737516e-05 3.84237283139094e-05 5.15180948551659e-05 3.55652321623611e-05
3.5838924295062e-05 1.89512929785231e-05 8.39181311368802e-06 2.8829694570647e-06 1.59081866554924e-06 3.9753411960237e-06 1.36330436657759e-05 1.14617802935304e-05 2.69203566898694e-05 3.69905124612168e-05 4.61914890252672e-05 3.51145077638598e-05
5.26449781927176e-05 3.19918351458641e-05 1.60600736244498e-05 6.2339138970512e-06 3.65655747392143e-06 8.71691254286537e-06 2.62972517391293e-05 2.29979697612012e-05 4.97074122875145e-05 5.72701373656882e-05 6.06569263772641e-05 5.0335470186434e-05
4.01618101491767e-05 1.97527326131315e-05 9.41602008001704e-06 3.75061696718581e-06 2.24822496509063e-06 5.06744214135381e-06 1.63065824422962e-05 1.46460035787342e-05 3.50061542881658e-05 4.86626347571108e-05 6.03287738598464e-05 3.97179228607522e-05
5.62494421948277e-05 3.00128703514878e-05 1.35834665257927e-05 4.71536945242047e-06 2.59126940718372e-06 6.41808797566781e-06 1.9873047411112e-05 1.74132779256672e-05 4.21936881315379e-05 5.59181812125303e-05 6.71026320110256e-05 5.20860888823266e-05
1.65491645262492e-05 8.41245914916933e-06 3.49805308636691e-06 1.20632423364674e-06 7.58646027889093e-07 1.88203261751347e-06 5.87888493258246e-06 4.49852789221512e-06 1.18648075933431e-05 1.74164210391268e-05 2.27325277391127e-05 1.8675692683612e-05
1.88746283313104e-05 9.14690308327105e-06 4.17733299196944e-06 1.50262601575937e-06 9.47253545271702e-07 2.15878873919774e-06 6.76776708055085e-06 5.48253206272017e-06 1.13382321254638e-05 1.64870215962592e-05 2.26576153454607e-05 1.7566895840118e-05
2.21477254047465e-05 1.24561591103455e-05 5.7553268904823e-06 2.13693363826201e-06 1.33986002268051e-06 3.14626686467802e-06 1.07927360592742e-05 9.07126389083259e-06 2.04076135451895e-05 2.57016711207903e-05 2.92623954396812e-05 2.42016501632117e-05
4.44709677275558e-05 2.44521202903551e-05 1.0933899732103e-05 3.87480614636633e-06 2.18058693629907e-06 5.40834714335955e-06 1.60667524533857e-05 1.42542500483045e-05 3.56310781642986e-05 4.87766119948245e-05 5.89229191369864e-05 4.18041650179319e-05
4.2583050086379e-05 2.26474075020644e-05 1.0488726255169e-05 3.56462896122768e-06 2.17322892105576e-06 5.2334127609738e-06 1.62677093464734e-05 1.31594450081332e-05 2.91751733689643e-05 4.1377550694894e-05 5.22966869594989e-05 4.29065712187235e-05
2.46225942288649e-05 1.26322412136842e-05 5.26550253886402e-06 1.75283941605717e-06 8.9665296897225e-07 2.29086163650208e-06 7.2198952519415e-06 5.65110708839087e-06 1.68004835282551e-05 2.57485408755209e-05 3.53690157225785e-05 2.47944568599495e-05
3.6338681860688e-05 1.8836222280715e-05 7.68443806562071e-06 2.49672620657192e-06 1.19189511287154e-06 3.20046319113354e-06 9.21867703277222e-06 7.48840800460693e-06 1.90640545757541e-05 3.01621555869376e-05 4.33197906740656e-05 3.28768828907147e-05
5.58903593817696e-05 2.78378909817576e-05 1.45274555252858e-05 5.67586231353069e-06 3.64673404323568e-06 8.22905334114177e-06 2.75855073330847e-05 2.3683188018622e-05 5.8387693522585e-05 6.9125355576003e-05 7.08302792801456e-05 5.07843307907085e-05
4.04047007401633e-05 2.12018157425972e-05 9.0845104446462e-06 3.0954200801228e-06 1.66449664077232e-06 4.11231497773157e-06 1.28894607373119e-05 1.11173191775381e-05 2.81706578096211e-05 3.9497888666489e-05 5.07346035049523e-05 3.78809023134268e-05
3.07558749428855e-05 1.6179863129466e-05 7.02610120750737e-06 2.42479397964327e-06 1.40707323818406e-06 3.31986287713675e-06 1.07675232054133e-05 9.07188350148012e-06 2.23627954383707e-05 3.11065530361948e-05 3.96184112496165e-05 3.00652201740011e-05
2.09307879461471e-05 1.05602448972589e-05 4.28202340046039e-06 1.4199445376321e-06 7.23397754480421e-07 1.97962225195054e-06 5.77816557445496e-06 4.56846546053618e-06 1.20351337550927e-05 1.87541633141758e-05 2.63006572085773e-05 2.0506680075034e-05
3.90540800763561e-05 2.39254925744993e-05 1.18865175534587e-05 4.57540112858413e-06 2.55948924482771e-06 6.29451357293512e-06 1.95760966231207e-05 1.7407499789817e-05 3.61965755710398e-05 4.3591316736361e-05 4.78987395066002e-05 4.05098829611172e-05
3.78062463859573e-05 1.99444019888094e-05 9.24326025806972e-06 3.23242128308513e-06 1.89077670414681e-06 4.4667967031766e-06 1.37721797307868e-05 1.10573291693071e-05 2.5329538542755e-05 3.64170266769976e-05 4.65949422839775e-05 3.81880843008857e-05
4.41870897162558e-05 2.29484135225677e-05 1.06902603077058e-05 3.68891660273604e-06 2.23109471804737e-06 5.31950788569394e-06 1.61649600040757e-05 1.31292085466758e-05 2.95998532290723e-05 4.23583652203822e-05 5.37080540804973e-05 4.39073964187239e-05
2.44118850184187e-05 1.28319000217441e-05 5.43713325187377e-06 1.82518349846054e-06 9.45323177584247e-07 2.44111024811781e-06 7.04460154139173e-06 5.58649640341782e-06 1.49388684836751e-05 2.28864347522525e-05 3.23638400038143e-05 2.44399628393222e-05
3.36649053593322e-05 1.76080307205971e-05 7.38082577630112e-06 2.45725863728488e-06 1.2562812292794e-06 3.23108863666346e-06 1.00284859580799e-05 8.3279261909336e-06 2.13298037223043e-05 3.13149429577713e-05 4.18854363786941e-05 3.13606181244383e-05
2.52802830278817e-05 1.31711778640368e-05 5.5319521828767e-06 1.82917676158441e-06 1.00141691354073e-06 2.48938130554865e-06 7.48528081356802e-06 6.11851796950715e-06 1.46472143110587e-05 2.22395585166674e-05 3.12346950116548e-05 2.44064590734626e-05
2.68620406730239e-05 1.37969574889747e-05 6.36549628537824e-06 2.31446581122113e-06 1.37540060016912e-06 3.26215647758154e-06 1.0291075449838e-05 8.31190375891904e-06 1.8252967588873e-05 2.63713187847068e-05 3.40971578955876e-05 2.7244776876821e-05
5.33189151898514e-05 2.92654963934874e-05 1.45536146742972e-05 5.23650962615927e-06 3.28518379582158e-06 7.47618326918274e-06 2.53176671438258e-05 2.17663332918575e-05 5.22413560507101e-05 6.19580257987953e-05 6.47667891274105e-05 5.15921105566648e-05
3.69218068879082e-05 1.9467308110622e-05 8.32965196825224e-06 2.7743508903777e-06 1.40195979703522e-06 3.64110947051851e-06 1.11003878150466e-05 9.3036877492723e-06 2.27082074970078e-05 3.41249608497361e-05 4.7208668299191e-05 3.42605146034588e-05
2.51467094928431e-05 1.35766533891007e-05 7.06778329539204e-06 2.60984683060013e-06 1.7294133171135e-06 4.01104612197804e-06 1.2498872988938e-05 1.00575341369159e-05 2.09325101720756e-05 2.74747855762277e-05 3.15292643127644e-05 2.84265894021716e-05
2.453987824507e-05 1.55116509535382e-05 9.06908729633606e-06 3.82938265905897e-06 2.71726192641262e-06 6.07812875252407e-06 2.0712993419929e-05 1.82424600092728e-05 3.25935800930038e-05 3.64023996837568e-05 3.84035413543388e-05 2.90225412303419e-05
2.2695925120664e-05 1.11685368267491e-05 4.82477413986055e-06 1.70006793188335e-06 1.01981029784672e-06 2.37000311668662e-06 7.76595291273166e-06 6.18870514074325e-06 1.57104963892948e-05 2.36146923754543e-05 3.36212098407507e-05 2.48833827377799e-05
2.62072737231899e-05 1.71198721922279e-05 9.36829431616774e-06 3.73095388588777e-06 2.30904812640358e-06 4.94372024871465e-06 1.55405548455448e-05 1.34277618055351e-05 2.58138863311241e-05 3.08242030350963e-05 3.30009764819578e-05 2.95898687380658e-05
3.1555857931676e-05 1.62937383721189e-05 8.44789554112329e-06 3.17267112982609e-06 2.0556943581194e-06 4.81944637773806e-06 1.58734770347146e-05 1.26214133178112e-05 2.88138852107063e-05 3.98507567680309e-05 4.69221982665955e-05 3.64323225327811e-05
6.46624973126003e-05 3.60891383603825e-05 1.76139983232153e-05 6.56433526506887e-06 4.12251782208953e-06 9.73503089144471e-06 3.06930155145381e-05 2.66536004783444e-05 6.21677454026892e-05 7.23841289258457e-05 7.40568701213448e-05 5.83955767644207e-05
3.1119098265193e-05 1.705290206863e-05 9.6272093881753e-06 3.80832637134821e-06 2.63009913791099e-06 6.32896176447278e-06 2.39276984358386e-05 2.09868150768191e-05 4.4726714611438e-05 5.15355539937061e-05 4.96438815070096e-05 3.77091221837294e-05
3.35665791219052e-05 1.64191669823943e-05 6.97959050868931e-06 2.34292025922124e-06 1.28351770445295e-06 3.13610952471166e-06 9.62301303396916e-06 7.72560658435195e-06 2.01520406501891e-05 3.07784695772745e-05 4.41487195989944e-05 3.31261179465481e-05
3.92760200958161e-05 2.0429399113384e-05 8.65304692540612e-06 2.93735715199148e-06 1.43677194041221e-06 3.7558181164916e-06 1.15252375764656e-05 9.81598970122974e-06 2.35874885073207e-05 3.5503136678854e-05 4.85415059389116e-05 3.63713773975934e-05
3.5659959200936e-05 1.73796514000801e-05 7.32109287932082e-06 2.39722444517371e-06 1.27254467819743e-06 3.22633919662105e-06 9.49225746028105e-06 7.44577074314856e-06 1.92551908771288e-05 2.99519395490007e-05 4.293200569183e-05 3.31330030174152e-05
4.21129789527751e-05 2.45738349366515e-05 1.15104101332558e-05 4.29661890969556e-06 2.35480570213418e-06 5.3387113039961e-06 1.54986662441827e-05 1.30548015394255e-05 3.27155445822961e-05 4.3202692303961e-05 5.27035133954196e-05 4.01136123588481e-05
2.67089380144474e-05 1.44986048833674e-05 6.74329537249837e-06 2.45072846496965e-06 1.4752647532203e-06 3.59045368740338e-06 1.22713561509627e-05 1.02483529944831e-05 2.34920076703858e-05 3.05046559897285e-05 3.57487478839604e-05 2.81440205468752e-05
3.66070456401528e-05 1.87936018890758e-05 8.36244642747833e-06 2.81907915805086e-06 1.62490216924199e-06 3.97051277987736e-06 1.26850920618269e-05 1.03713761447269e-05 2.46010393984043e-05 3.61687724086928e-05 4.72836027060039e-05 3.59891270547559e-05
4.98993577059807e-05 3.10954978708851e-05 1.50206847259112e-05 5.29330802846822e-06 3.0203490807297e-06 7.36838707526074e-06 2.46314023526641e-05 2.16810249079813e-05 4.85772162554555e-05 5.54102591805866e-05 5.90033805912608e-05 4.82769203319402e-05
3.25248459877008e-05 1.71514199302403e-05 7.35176910298307e-06 2.54223851229041e-06 1.26316758175567e-06 3.35747385085571e-06 1.01856488464106e-05 8.52333639382894e-06 2.06615283546555e-05 3.04032422626967e-05 4.11458280461392e-05 3.0455257588628e-05
3.86923534467903e-05 2.24377003431359e-05 1.05919779316825e-05 3.90670421795128e-06 2.29854543281769e-06 5.50868068409345e-06 1.66427802570945e-05 1.48124602174158e-05 2.93480062855811e-05 3.75030144171882e-05 4.45581871548633e-05 3.69898633058522e-05
3.84900723649822e-05 1.86989294270472e-05 9.15383228554387e-06 3.26602346689639e-06 2.03003256010343e-06 4.47037706963904e-06 1.55205374209346e-05 1.31600621572842e-05 3.23546827199977e-05 4.54469567260639e-05 5.63294377887574e-05 3.94650299266884e-05
2.62910140078109e-05 1.32982640646561e-05 5.4191706308725e-06 1.79706811637198e-06 8.98939342840441e-07 2.38218757298608e-06 7.35422546756727e-06 5.69738713754964e-06 1.69751229559218e-05 2.65143030492468e-05 3.75273048584903e-05 2.62791692937155e-05
3.68592761655474e-05 1.95597152480949e-05 8.30138398049466e-06 2.7151553752531e-06 1.38648365239035e-06 3.61788275467861e-06 1.13185855058581e-05 9.52600084838077e-06 2.3781938477059e-05 3.46336388738076e-05 4.58043797016908e-05 3.40082424791798e-05
2.69097364575795e-05 1.2172495416198e-05 5.96819423081821e-06 2.1612958274151e-06 1.43510064238793e-06 3.12192455844265e-06 1.1199434779764e-05 8.84679089321666e-06 2.44672328047445e-05 3.60812868942172e-05 4.93268884237876e-05 3.26779048782111e-05
4.52532978730681e-05 2.44648110924881e-05 1.19178788326921e-05 4.58895192849001e-06 2.7463860010318e-06 6.34584831653812e-06 2.15047286235266e-05 1.90341595901254e-05 4.55505441129298e-05 5.50029434966771e-05 5.86409801018388e-05 4.5726544824875e-05
3.73859751013562e-05 2.05327533148454e-05 9.26935985046185e-06 3.30036507705665e-06 1.8000384016685e-06 4.47908548611049e-06 1.4231587812125e-05 1.25297452570122e-05 2.87041188093514e-05 3.79999962257176e-05 4.65996259236615e-05 3.62159696633737e-05
3.59148193003162e-05 1.81350095306662e-05 8.19203385929553e-06 2.77052117350592e-06 1.72031462404724e-06 4.19737753620908e-06 1.46671882202497e-05 1.22994848544504e-05 2.9885212415169e-05 4.21448508612796e-05 5.08366915432318e-05 3.72329421714182e-05
3.5481083967252e-05 1.88189319511142e-05 8.16306701779274e-06 2.79903161346063e-06 1.47347198328818e-06 3.74195854658006e-06 1.14471142960632e-05 9.67233278538404e-06 2.33143490336759e-05 3.4836296467415e-05 4.8620912776929e-05 3.39238091329829e-05
1.33751557589532e-05 8.70753920117197e-06 4.83152666976416e-06 1.98572795039047e-06 1.27500220290823e-06 3.11857338876048e-06 1.06812810630531e-05 8.98641630892947e-06 1.75061658170153e-05 1.98145098317872e-05 1.95160037129113e-05 1.7539358521236e-05
3.24268217905173e-05 1.74072771322873e-05 7.62407965055509e-06 2.62671708676892e-06 1.46134059003137e-06 3.68311408144756e-06 1.15532092458459e-05 9.80208981211342e-06 2.23644427418141e-05 3.13858621191043e-05 4.0836867136398e-05 3.11852029556381e-05
2.77035406555168e-05 1.51782575237867e-05 6.82269838835886e-06 2.38442837579572e-06 1.3645229920033e-06 3.31936562198876e-06 1.08299448079425e-05 9.04758549927751e-06 2.02310299534814e-05 2.74761418235832e-05 3.4484503604892e-05 2.72276243604729e-05
1.90125131625597e-05 1.05690001348355e-05 4.75447469838166e-06 1.70770886747739e-06 9.93693051337093e-07 2.34691753005168e-06 7.39595753612294e-06 6.0593398099369e-06 1.38990798238202e-05 2.00325719377912e-05 2.60059073633325e-05 1.92617777257874e-05
3.61190802134066e-05 1.93587048668183e-05 8.21190011339105e-06 2.72820165195481e-06 1.3678545245067e-06 3.60478424778266e-06 1.07303502619261e-05 9.09555020966855e-06 2.18925255864059e-05 3.2130738273808e-05 4.32607010323413e-05 3.2555693702072e-05
3.1827488536512e-05 1.64048829754709e-05 8.7103708911295e-06 3.60263871391256e-06 2.34554662506008e-06 4.86721796353416e-06 1.47767778490396e-05 1.30046337679302e-05 2.91108587772973e-05 3.87560960921889e-05 4.78636173264242e-05 3.4192015716263e-05
3.010229387077e-05 1.58135830174867e-05 7.16511134392054e-06 2.48690645215624e-06 1.46110298427829e-06 3.43135531334962e-06 1.0178314121289e-05 8.05990051704729e-06 1.81544983455352e-05 2.64170794050278e-05 3.5050145096202e-05 2.85310414881457e-05
2.13756078347018e-05 1.23456922660787e-05 6.17739591060075e-06 2.33107823855147e-06 1.45466572879413e-06 3.60054494700598e-06 1.32343962410498e-05 1.10725357222329e-05 2.3374640850522e-05 2.79679777725623e-05 2.9801631782474e-05 2.48072984235403e-05
3.67420628789842e-05 1.93399742872651e-05 8.16927312483949e-06 2.64684804062161e-06 1.33730223250393e-06 3.41108703952291e-06 1.01708916872526e-05 8.16329259134049e-06 2.05086675402311e-05 3.21587953118043e-05 4.56390128485285e-05 3.41034794691668e-05
4.73701673780535e-05 2.37863599911607e-05 1.09211815436996e-05 3.79792888724053e-06 2.12406279419115e-06 5.06307710918827e-06 1.6458540487111e-05 1.40625050403894e-05 3.32623621624345e-05 4.70144512734716e-05 5.91230303759106e-05 4.5095363042496e-05
3.32404085456346e-05 1.77436273286048e-05 7.59424377972537e-06 2.56755338348761e-06 1.31021372570643e-06 3.35062038137586e-06 9.97233019268063e-06 8.27556977792872e-06 2.22841259719706e-05 3.376936140157e-05 4.59688536646561e-05 3.14463831666467e-05
4.36643215526464e-05 1.81265435343014e-05 9.92405003523086e-06 4.30752447191497e-06 2.7681206252759e-06 5.66158608003356e-06 1.94319946570018e-05 1.70053218478859e-05 3.54821147671891e-05 4.95002372907004e-05 6.2212382587388e-05 4.27815745070904e-05
3.92657779397581e-05 2.13099635249972e-05 1.0258491616679e-05 3.64423568147246e-06 2.0927249553875e-06 4.85629573501335e-06 1.48172436921639e-05 1.22789008631589e-05 2.88537928167073e-05 3.9820800948381e-05 4.91615684245741e-05 3.78656300709711e-05
2.24679568132913e-05 1.1912295502648e-05 5.31564323113503e-06 1.92987790353125e-06 1.09420312975194e-06 2.5280610050236e-06 7.32951717423701e-06 5.84692893386129e-06 1.3205610241465e-05 1.96963674033142e-05 2.70301219673038e-05 2.15208543001543e-05
3.75029979574823e-05 1.98062573153707e-05 8.12199744571139e-06 2.73753659146098e-06 1.30808629193042e-06 3.37765489064508e-06 9.87938140073621e-06 8.14571148025237e-06 2.180038615397e-05 3.32178326519738e-05 4.52934707034604e-05 3.35616977622584e-05
2.30886145727033e-05 1.15861259387749e-05 5.21790773431134e-06 1.90264662358953e-06 1.10958529328374e-06 2.67453857451074e-06 8.3784010366922e-06 6.80430696441624e-06 1.63489803639618e-05 2.35283875949042e-05 3.30059013099718e-05 2.50427872442759e-05
2.99627182279428e-05 1.55718744379657e-05 6.82685463138625e-06 2.36107989282945e-06 1.29861361770548e-06 3.25359249198412e-06 1.02966074215753e-05 8.47005381021771e-06 2.00832131217099e-05 3.00569996734781e-05 4.21395598358449e-05 3.03990461344305e-05
1.98226202942936e-05 1.15784473338228e-05 6.17991342295129e-06 2.38155108850471e-06 1.66766538928693e-06 3.85616458863086e-06 1.35225994553973e-05 1.11010311245134e-05 2.11035408153362e-05 2.56745803228329e-05 2.60132774015798e-05 2.50541962205186e-05
4.03638307590756e-05 2.18994414117386e-05 9.58071203413604e-06 3.29250081546743e-06 1.68388312103611e-06 4.27258322207313e-06 1.28573375637333e-05 1.10217057369862e-05 2.51207034102347e-05 3.61934023444264e-05 4.86229432508838e-05 3.68999636271718e-05
1.84326166227655e-05 1.14965476002474e-05 5.92116081133077e-06 2.30367365868411e-06 1.48117547735527e-06 3.48361639671884e-06 1.10508676671062e-05 9.23444241176423e-06 1.70301504019198e-05 2.08925354816459e-05 2.36708045239486e-05 2.0837576068224e-05
3.60156070776761e-05 1.82705500570562e-05 7.78730096718882e-06 2.57456773591286e-06 1.35102660888236e-06 3.45377813811382e-06 1.02629837546625e-05 8.1612621138703e-06 2.04068375415416e-05 3.17805606106177e-05 4.50934415823872e-05 3.43962740434806e-05
2.92013566201609e-05 1.66218349668744e-05 8.62420954665628e-06 3.33534302054017e-06 2.28319866376889e-06 5.17479184472224e-06 1.85180961878218e-05 1.60388013877703e-05 3.32508433388845e-05 3.95800446864449e-05 4.06072449433625e-05 3.33664009659077e-05
2.30054351356917e-05 1.12551868675313e-05 4.64915913240278e-06 1.63418605274515e-06 9.17267468971875e-07 2.2956275823352e-06 6.64603436753414e-06 5.19224145291974e-06 1.35516998196575e-05 2.04721774372892e-05 2.90283084475584e-05 2.266059845444e-05
2.98054851021094e-05 1.68895405844524e-05 8.2811237353636e-06 3.11685790861489e-06 1.95267411743142e-06 4.60987254570744e-06 1.46338512477384e-05 1.23857078159547e-05 2.49872270290895e-05 3.33143095434833e-05 3.8790443767997e-05 3.11348304563005e-05
6.3682116827503e-05 3.03371326057936e-05 1.4924625938763e-05 5.71020207285816e-06 3.60892132396398e-06 8.09371537952562e-06 2.79271115317211e-05 2.37971846192495e-05 5.85136489832507e-05 7.46160484337789e-05 7.78826641078245e-05 5.13409384154741e-05
3.66891972396192e-05 1.85366893333151e-05 9.13910559543897e-06 3.27981001109498e-06 2.26190685687994e-06 5.01545981558029e-06 1.59495207859682e-05 1.25797386317368e-05 2.89782373370535e-05 4.08503504894157e-05 5.03153272553667e-05 4.0386973896496e-05
4.89394095190462e-05 2.6300071853465e-05 1.2368369712324e-05 4.62202590328391e-06 2.6355398923629e-06 6.3970050662961e-06 2.07738275264213e-05 1.89803441476957e-05 4.53488384808328e-05 5.59613480496166e-05 6.20670735291127e-05 4.7228016583067e-05
5.19537314923159e-05 3.05996805254043e-05 1.5263494381764e-05 5.87699135502118e-06 3.42227824503465e-06 7.89210525268971e-06 2.42224453375627e-05 2.15207955434957e-05 4.6610018506001e-05 5.65132235694115e-05 6.18557072188476e-05 4.94405964265201e-05
3.45169184273442e-05 1.90140722288202e-05 8.45396799617887e-06 2.82680053214654e-06 1.50658032525423e-06 3.92693241680641e-06 1.21783901387853e-05 1.01595736604203e-05 2.33102911957509e-05 3.18997355588531e-05 4.04482177157493e-05 3.20331777637656e-05
1.24754714075964e-05 7.02987791785127e-06 3.38542828351751e-06 1.31619942515619e-06 8.29643876704383e-07 1.90439442021613e-06 6.17131653597985e-06 4.99948459354029e-06 1.12886591499973e-05 1.63259120407249e-05 2.18910047502627e-05 1.57767875998517e-05
1.63307106092386e-05 8.44015238269177e-06 3.63062735450272e-06 1.31333699468512e-06 7.37340227881216e-07 1.78255362536033e-06 5.42587081753264e-06 4.31130238137286e-06 1.24297092587531e-05 1.83998935554383e-05 2.5063737850467e-05 1.77051812271817e-05
